month_id,customer_id,pricing_action,annual_fee_old,annual_fee_new,retention_offer,credit_line_change,campaign_contact,campaign_response,fee_reversal_reason,pricing_exception
2024-01,C000946,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C000947,Credit Line Review,700.0,700.0,0,-523,1,0,,0
2024-01,C000958,None,700.0,700.0,0,0,0,0,,0
2024-01,C000960,Credit Line Review,4200.0,4200.0,0,-4854,1,0,,0
2024-01,C000973,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C000996,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001003,Credit Line Review,2600.0,2600.0,0,1662,1,0,,0
2024-01,C001018,Credit Line Review,1300.0,1300.0,0,1346,0,0,,0
2024-01,C001020,Fee Waiver,700.0,350.0,1,0,1,0,,1
2024-01,C001025,Credit Line Review,700.0,700.0,0,3333,0,0,,0
2024-01,C001026,Credit Line Review,1300.0,1300.0,0,4478,1,1,,0
2024-01,C001053,None,700.0,700.0,0,0,0,0,,0
2024-01,C001054,,2600.0,2600.0,0,0,0,0,,0
2024-01,C001084,Campaign,4200.0,4200.0,0,0,1,1,,0
2024-01,C001092,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001115,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001124,Retention Offer,2600.0,2600.0,1,0,1,0,Retention,0
2024-01,C001135,Campaign,4200.0,4200.0,0,0,1,0,,0
2024-01,C001149,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C001188,Credit Line Review,700.0,700.0,0,1147,1,0,,0
2024-01,C001201,Credit Line Review,2600.0,2600.0,0,-4184,1,0,,0
2024-01,C001211,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C001234,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C001241,Credit Line Review,1300.0,1300.0,0,2485,1,1,,0
2024-01,C001245,Retention Offer,2600.0,2600.0,1,0,1,0,Complaint,0
2024-01,C001253,Campaign,700.0,700.0,0,0,1,1,,0
2024-01,C001269,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001271,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C001272,Credit Line Review,2600.0,2600.0,0,15034,1,0,,0
2024-01,C001274,Retention Offer,2600.0,2600.0,1,0,1,0,Retention,0
2024-01,C001339,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001342,Credit Line Review,700.0,700.0,0,1535,0,0,,0
2024-01,C001365,Retention Offer,4200.0,4200.0,1,0,1,0,Retention,0
2024-01,C001367,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C001373,Credit Line Review,4200.0,4200.0,0,35976,0,0,,0
2024-01,C001375,Credit Line Review,700.0,700.0,0,1689,1,0,,0
2024-01,C001387,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C001393,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C001398,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001412,None,700.0,700.0,0,0,0,0,,0
2024-01,C001417,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C001423,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C001448,Credit Line Review,1300.0,1300.0,0,5310,1,0,,0
2024-01,C001456,None,700.0,700.0,0,0,0,0,,0
2024-01,C001463,Credit Line Review,700.0,700.0,0,1655,0,0,,0
2024-01,C001468,Credit Line Review,700.0,700.0,0,766,1,1,,0
2024-01,C001482,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C001497,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C001527,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001534,None,700.0,700.0,0,0,0,0,,0
2024-01,C001540,Retention Offer,700.0,700.0,1,0,1,0,Complaint,0
2024-01,C001543,Campaign,1300.0,1300.0,0,0,1,1,,0
2024-01,C001565,Credit Line Review,1300.0,1300.0,0,1392,0,0,,0
2024-01,C001570,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001576,Credit Line Review,700.0,700.0,0,377,1,1,,0
2024-01,C001599,Fee Waiver,700.0,0.0,1,0,1,1,Complaint,1
2024-01,C001614,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001626,Retention Offer,2600.0,2600.0,1,0,1,0,Retention,1
2024-01,C001632,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C001635,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001688,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001696,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001704,Credit Line Review,700.0,700.0,0,3279,1,0,,0
2024-01,C001712,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C001714,Credit Line Review,700.0,700.0,0,553,1,0,,0
2024-01,C001769,Credit Line Review,700.0,700.0,0,1145,0,0,,0
2024-01,C001783,Credit Line Review,700.0,700.0,0,762,1,0,,0
2024-01,C001789,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001808,Campaign,700.0,700.0,0,0,1,1,,0
2024-01,C001829,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C001853,Retention Offer,2600.0,2600.0,1,0,1,1,Retention,1
2024-01,C001859,Credit Line Review,2600.0,2600.0,0,13161,1,0,,0
2024-01,C001880,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001890,Fee Waiver,700.0,0.0,1,0,1,0,Complaint,1
2024-01,C001914,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C001922,None,700.0,700.0,0,0,0,0,,0
2024-01,C001925,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C001928,Retention Offer,700.0,700.0,1,0,1,1,Retention,0
2024-01,C001931,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C001941,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C001945,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C001954,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C001973,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C002017,Retention Offer,1300.0,1300.0,1,0,1,1,Complaint,0
2024-01,C002023,Retention Offer,1300.0,1300.0,1,0,1,0,Retention,0
2024-01,C002038,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002047,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002056,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C002070,Credit Line Review,2600.0,2600.0,0,4690,0,0,,0
2024-01,C002074,Fee Waiver,2600.0,1300.0,1,0,1,1,Retention,1
2024-01,C002075,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C002116,Credit Line Review,700.0,700.0,0,882,0,0,,0
2024-01,C002142,None,700.0,700.0,0,0,0,0,,0
2024-01,C002145,Credit Line Review,700.0,700.0,0,17,1,0,,0
2024-01,C002162,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002189,Credit Line Review,1300.0,1300.0,0,593,0,0,,0
2024-01,C002212,Retention Offer,1300.0,1300.0,1,0,1,0,Retention,0
2024-01,C002222,None,700.0,700.0,0,0,0,0,,0
2024-01,C002228,Credit Line Review,700.0,700.0,0,1671,0,0,,0
2024-01,C002232,None,700.0,700.0,0,0,0,0,,0
2024-01,C002241,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002246,Fee Waiver,2600.0,0.0,1,0,1,0,Retention,1
2024-01,C002249,None,700.0,700.0,0,0,0,0,,0
2024-01,C002262,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002272,Credit Line Review,700.0,700.0,0,440,1,1,,0
2024-01,C002279,None,700.0,700.0,0,0,0,0,,0
2024-01,C002290,Credit Line Review,700.0,700.0,0,1951,1,0,,0
2024-01,C002299,,700.0,700.0,0,0,1,0,,0
2024-01,C002300,None,700.0,700.0,0,0,0,0,,0
2024-01,C002303,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002329,Credit Line Review,700.0,700.0,0,894,1,0,,0
2024-01,C002341,Campaign,4200.0,4200.0,0,0,1,0,,0
2024-01,C002345,None,700.0,700.0,0,0,0,0,,0
2024-01,C002371,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002381,Campaign,4200.0,4200.0,0,0,1,1,,0
2024-01,C002401,,700.0,700.0,0,0,0,0,,0
2024-01,C002408,Credit Line Review,1300.0,1300.0,0,2260,1,1,,0
2024-01,C002413,Credit Line Review,700.0,700.0,0,514,0,0,,0
2024-01,C002423,Campaign,4200.0,4200.0,0,0,1,0,,0
2024-01,C002428,Credit Line Review,700.0,700.0,0,1528,1,1,,0
2024-01,C002466,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002471,Credit Line Review,1300.0,1300.0,0,1100,0,0,,0
2024-01,C002477,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002483,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C002493,Retention Offer,1300.0,1300.0,1,0,1,0,Retention,0
2024-01,C002498,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C002507,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002535,Fee Waiver,4200.0,0.0,1,0,1,1,Retention,1
2024-01,C002543,Retention Offer,2600.0,2600.0,1,0,1,0,Retention,0
2024-01,C002563,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002618,None,700.0,700.0,0,0,0,0,,0
2024-01,C002625,None,700.0,700.0,0,0,0,0,,0
2024-01,C002631,None,700.0,700.0,0,0,0,0,,0
2024-01,C002637,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C002638,Campaign,1300.0,1300.0,0,0,1,1,,0
2024-01,C002639,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002651,Credit Line Review,2600.0,2600.0,0,-4348,1,0,,0
2024-01,C002653,Retention Offer,700.0,700.0,1,0,1,1,Retention,0
2024-01,C002655,None,4200.0,4200.0,0,0,0,0,,0
2024-01,C002659,Credit Line Review,1300.0,1300.0,0,1525,0,0,,0
2024-01,C002667,Fee Waiver,2600.0,0.0,1,0,1,0,Retention,1
2024-01,C002672,Credit Line Review,700.0,700.0,0,-384,1,1,,0
2024-01,C002688,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002717,Credit Line Review,700.0,700.0,0,508,1,0,,0
2024-01,C002762,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002773,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002781,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002786,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002806,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002809,Credit Line Review,700.0,700.0,0,1830,0,0,,0
2024-01,C002810,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C002811,None,700.0,700.0,0,0,0,0,,0
2024-01,C002829,Retention Offer,700.0,700.0,1,0,1,1,Retention,0
2024-01,C002836,Credit Line Review,700.0,700.0,0,2494,0,0,,0
2024-01,C002844,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C002870,Credit Line Review,1300.0,1300.0,0,2761,1,0,,0
2024-01,C002879,Credit Line Review,700.0,700.0,0,1592,1,0,,0
2024-01,C002907,None,700.0,700.0,0,0,0,0,,0
2024-01,C002923,Campaign,2600.0,2600.0,0,0,1,1,,0
2024-01,C002940,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C002946,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C002970,Credit Line Review,700.0,700.0,0,486,1,1,,0
2024-01,C002978,Credit Line Review,2600.0,2600.0,0,13982,0,0,,0
2024-01,C003010,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C003017,Retention Offer,2600.0,2600.0,1,0,1,0,Retention,1
2024-01,C003019,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C003022,None,700.0,700.0,0,0,0,0,,0
2024-01,C003026,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C003044,Fee Waiver,1300.0,0.0,1,0,1,1,Complaint,1
2024-01,C003048,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C003057,Fee Waiver,700.0,350.0,1,0,1,0,Retention,1
2024-01,C003077,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C003094,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C003168,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C003176,Credit Line Review,2600.0,2600.0,0,3743,1,0,,0
2024-01,C003182,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C003189,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C003193,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C003195,None,700.0,700.0,0,0,0,0,,0
2024-01,C003200,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C003204,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C003218,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C003220,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C003252,Credit Line Review,700.0,700.0,0,2953,1,0,,0
2024-01,C003256,Credit Line Review,1300.0,1300.0,0,2968,0,0,,0
2024-01,C003262,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C003286,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C003310,Credit Line Review,700.0,700.0,0,2286,1,0,,0
2024-01,C003332,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C003369,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C003370,Credit Line Review,1300.0,1300.0,0,89,0,0,,0
2024-01,C003384,Credit Line Review,700.0,700.0,0,852,1,1,,0
2024-01,C003397,Credit Line Review,2600.0,2600.0,0,80,1,0,,0
2024-01,C003405,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C003416,Credit Line Review,700.0,700.0,0,2617,1,0,,0
2024-01,C003431,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C003437,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C003441,Retention Offer,2600.0,2600.0,1,0,1,0,Complaint,1
2024-01,C003459,Fee Waiver,1300.0,650.0,1,0,1,1,Retention,1
2024-01,C003476,Credit Line Review,4200.0,4200.0,0,12476,1,0,,0
2024-01,C003486,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C003492,Credit Line Review,1300.0,1300.0,0,2338,0,0,,0
2024-01,C003534,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C003542,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C003547,Credit Line Review,700.0,700.0,0,75,1,0,,0
2024-01,C003552,Credit Line Review,1300.0,1300.0,0,1701,1,0,,0
2024-01,C003553,Credit Line Review,2600.0,2600.0,0,15095,1,0,,0
2024-01,C003568,Credit Line Review,2600.0,2600.0,0,11450,1,0,,0
2024-01,C003600,,4200.0,4200.0,0,0,1,0,,0
2024-01,C003607,Credit Line Review,1300.0,1300.0,0,508,1,0,,0
2024-01,C003615,Campaign,1300.0,1300.0,0,0,1,1,,0
2024-01,C003629,Retention Offer,2600.0,2600.0,1,0,1,0,Retention,1
2024-01,C003684,Credit Line Review,1300.0,1300.0,0,8490,1,0,,0
2024-01,C003689,Credit Line Review,700.0,700.0,0,1520,0,0,,0
2024-01,C003693,None,4200.0,4200.0,0,0,0,0,,0
2024-01,C003740,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C003742,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C003743,Campaign,4200.0,4200.0,0,0,1,0,,0
2024-01,C003757,Campaign,700.0,700.0,0,0,1,1,,0
2024-01,C003773,Credit Line Review,1300.0,1300.0,0,3854,1,1,,0
2024-01,C003786,Campaign,700.0,700.0,0,0,1,1,,0
2024-01,C003789,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C003793,Credit Line Review,700.0,700.0,0,-582,1,0,,0
2024-01,C003814,Credit Line Review,1300.0,1300.0,0,7112,0,0,,0
2024-01,C003826,Fee Waiver,1300.0,650.0,1,0,1,0,Complaint,1
2024-01,C003828,None,700.0,700.0,0,0,0,0,,0
2024-01,C003841,,2600.0,2600.0,1,0,1,1,Retention,0
2024-01,C003844,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C003861,Retention Offer,2600.0,2600.0,1,0,1,1,Retention,0
2024-01,C003863,None,700.0,700.0,0,0,0,0,,0
2024-01,C003889,None,700.0,700.0,0,0,0,0,,0
2024-01,C003892,Retention Offer,700.0,700.0,1,0,1,0,Complaint,0
2024-01,C003898,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C003923,Credit Line Review,2600.0,2600.0,0,17368,1,1,,0
2024-01,C003926,Retention Offer,1300.0,1300.0,1,0,1,0,Retention,0
2024-01,C003944,Retention Offer,700.0,700.0,1,0,1,1,Retention,0
2024-01,C003980,Campaign,1300.0,1300.0,0,0,1,1,,0
2024-01,C003991,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C003993,Retention Offer,1300.0,1300.0,1,0,1,0,Retention,0
2024-01,C004005,Credit Line Review,700.0,700.0,0,1802,0,0,,0
2024-01,C004008,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004011,Campaign,700.0,700.0,0,0,1,1,,0
2024-01,C004013,,4200.0,4200.0,0,0,1,1,,0
2024-01,C004015,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C004017,Retention Offer,700.0,700.0,1,0,1,0,Complaint,0
2024-01,C004024,Credit Line Review,2600.0,2600.0,0,2204,1,0,,0
2024-01,C004025,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C004027,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004036,Campaign,700.0,700.0,0,0,1,1,,0
2024-01,C004060,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004070,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C004080,Retention Offer,1300.0,1300.0,1,0,1,0,Retention,0
2024-01,C004093,Credit Line Review,1300.0,1300.0,0,19,0,0,,0
2024-01,C004096,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004097,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C004121,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004135,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004141,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004145,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C004159,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C004168,Credit Line Review,700.0,700.0,0,-202,1,0,,0
2024-01,C004171,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004198,Credit Line Review,1300.0,1300.0,0,2217,1,0,,0
2024-01,C004225,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C004227,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C004231,Retention Offer,2600.0,2600.0,1,0,1,0,Complaint,0
2024-01,C004232,Credit Line Review,700.0,700.0,0,4015,0,0,,0
2024-01,C004233,None,700.0,700.0,0,0,0,0,,0
2024-01,C004248,Fee Waiver,700.0,0.0,1,0,1,1,Complaint,1
2024-01,C004270,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C004282,Credit Line Review,4200.0,4200.0,0,5102,1,0,,0
2024-01,C004292,Credit Line Review,700.0,700.0,0,203,1,1,,0
2024-01,C004305,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C004332,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004334,Credit Line Review,700.0,700.0,0,749,0,0,,0
2024-01,C004356,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004357,Campaign,2600.0,2600.0,0,0,1,1,,0
2024-01,C004375,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004381,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C004382,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004388,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004392,Retention Offer,700.0,700.0,1,0,1,0,,0
2024-01,C004393,Credit Line Review,700.0,700.0,0,-261,1,0,,0
2024-01,C004411,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C004413,Retention Offer,4200.0,4200.0,1,0,1,1,Retention,0
2024-01,C004436,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C004443,Retention Offer,700.0,700.0,1,0,1,0,Retention,0
2024-01,C004455,Credit Line Review,2600.0,2600.0,0,10433,1,1,,0
2024-01,C004466,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004468,None,2600.0,2600.0,0,0,0,0,,0
2024-01,C004475,Retention Offer,1300.0,1300.0,1,0,1,0,Retention,0
2024-01,C004476,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C004489,Credit Line Review,1300.0,1300.0,0,4173,1,0,,0
2024-01,C004493,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C004499,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C004501,Credit Line Review,1300.0,1300.0,0,-650,0,0,,0
2024-01,C004509,None,700.0,700.0,0,0,0,0,,0
2024-01,C004513,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C004514,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C004519,Campaign,2600.0,2600.0,0,0,1,0,,0
2024-01,C004522,Campaign,1300.0,1300.0,0,0,1,0,,0
2024-01,C004533,None,1300.0,1300.0,0,0,0,0,,0
2024-01,C004536,Credit Line Review,700.0,700.0,0,2348,1,0,,0
2024-01,C004545,Campaign,700.0,700.0,0,0,1,0,,0
2024-01,C004556,Credit Line Review,700.0,700.0,0,1043,1,0,,0
2024-01,C004559,Campaign,700.0,700.0,0,0,1,1,,0
2024-01,C004560,None,700.0,700.0,0,0,0,0,,0
2024-01,C004591,,1300.0,1300.0,0,0,1,0,,0
